Date,Open,Close,High,Low,Volume
2024-02-27,4936.04,4938.49,4942.2,4911.69,4639325598
2024-02-28,4903.93,4908.72,4913.26,4887.78,4718965866
2024-02-29,4901.86,4900.84,4904.56,4900.66,3579752492
2024-03-01,4921.01,4922.5,4927.0,4916.14,4164220001
2024-03-04,4974.36,4986.37,4987.36,4973.03,4294131393
2024-03-05,5060.96,5062.02,5075.98,5051.45,2754098550
2024-03-06,5021.36,5016.43,5061.5,4967.73,3008748770
2024-03-07,5016.42,5019.56,5024.74,5008.33,2689801450
2024-03-08,5011.06,5027.08,5043.35,5008.37,3255099213
2024-03-11,5013.15,5025.26,5046.57,5005.02,2820917102
2024-03-12,5119.85,5103.19,5137.39,5091.22,4912229385
2024-03-13,5131.52,5125.15,5137.47,5095.13,5422676129
2024-03-14,5107.88,5130.1,5140.39,5099.71,3442549843
2024-03-15,5080.11,5049.93,5099.97,5034.87,3973021938
2024-03-18,5034.79,5029.36,5039.56,5013.54,3678805389
2024-03-19,5061.38,5060.18,5077.72,5041.76,4545137899
2024-03-20,5114.73,5092.05,5132.04,5072.68,3815364862
2024-03-21,5172.6,5158.74,5183.75,5129.17,3727424770
2024-03-22,5099.91,5086.3,5112.06,5076.46,4645709173
2024-03-25,5130.5,5153.74,5157.32,5105.81,3702415291
2024-03-26,5213.93,5206.2,5244.69,5177.28,4872162751
2024-03-27,5204.73,5190.39,5224.44,5169.97,2754945802
2024-03-28,5190.1,5175.67,5207.29,5158.6,2632890080
2024-03-29,5285.94,5263.6,5300.41,5241.89,5397150333
2024-04-01,5249.79,5254.67,5255.09,5244.25,4056393300
2024-04-02,5252.98,5255.03,5280.38,5235.38,4817026697
2024-04-03,5202.37,5216.62,5238.62,5201.46,2813648074
2024-04-04,5312.8,5276.81,5315.36,5272.16,2925025530
2024-04-05,5219.61,5215.43,5232.28,5207.77,3928487593
2024-04-08,5292.85,5293.42,5321.83,5280.42,4930557810
2024-04-09,5370.15,5358.09,5386.08,5336.73,2993062278
2024-04-10,5377.89,5383.87,5397.43,5374.17,4179546857
2024-04-11,5323.07,5338.73,5351.36,5316.67,4421436629
2024-04-12,5324.23,5344.21,5345.41,5319.02,4276609475
2024-04-15,5377.82,5358.64,5386.84,5350.41,4926189365
2024-04-16,5423.37,5445.54,5448.81,5417.52,3477954734
2024-04-17,5342.08,5353.3,5364.25,5317.3,4417325756
2024-04-18,5240.07,5247.63,5274.79,5221.55,5036553408
2024-04-19,5318.43,5330.02,5367.16,5297.8,4343453547
2024-04-22,5427.98,5429.31,5433.68,5425.47,3049133554
2024-04-23,5505.03,5519.33,5544.5,5498.72,3651129888
2024-04-24,5527.04,5521.16,5543.94,5496.31,5499698657
2024-04-25,5551.65,5548.99,5571.44,5542.56,3853002912
2024-04-26,5527.92,5526.6,5538.22,5526.29,4945647821
2024-04-29,5604.15,5593.28,5622.19,5564.97,3746891305
2024-04-30,5559.77,5563.26,5589.45,5558.83,4783169855
2024-05-01,5534.08,5549.66,5560.34,5528.77,3871964161
2024-05-02,5484.21,5504.43,5543.07,5476.7,2842619954
2024-05-03,5512.06,5480.79,5522.85,5462.05,2624831566
2024-05-06,5421.29,5462.45,5489.46,5413.51,4990212149
2024-05-07,5404.68,5425.46,5440.33,5375.55,3545730930
2024-05-08,5415.11,5409.06,5431.67,5357.88,3210838166
2024-05-09,5466.49,5450.12,5480.53,5431.98,4398311892
2024-05-10,5436.39,5441.09,5445.94,5433.9,2678073500
2024-05-13,5474.28,5485.21,5496.44,5463.68,4612161285
2024-05-14,5491.64,5482.03,5492.27,5449.16,4537897947
2024-05-15,5538.24,5510.84,5542.98,5484.61,5477458676
2024-05-16,5434.75,5467.75,5474.52,5421.52,4634184546
2024-05-17,5377.89,5376.48,5415.69,5341.66,4232276587
2024-05-20,5382.79,5379.2,5394.55,5362.45,5140375243
2024-05-21,5397.95,5382.82,5399.6,5373.76,3607213522
2024-05-22,5338.63,5324.95,5342.66,5324.82,4698172079
2024-05-23,5282.64,5295.28,5317.39,5263.25,2689992058
2024-05-24,5298.77,5311.45,5320.9,5292.82,3305610514
2024-05-28,5365.09,5368.15,5385.51,5338.44,3956013712
2024-05-29,5382.96,5382.01,5408.64,5380.12,4851669285
2024-05-30,5386.0,5403.9,5409.14,5367.72,2502027794
2024-05-31,5330.9,5362.13,5373.19,5324.47,4449991598
2024-06-03,5460.7,5442.83,5475.13,5433.34,3251167835
2024-06-04,5462.49,5452.09,5488.48,5445.43,3416527734
2024-06-05,5487.01,5488.46,5499.97,5456.24,2503258911
2024-06-06,5398.34,5397.58,5403.23,5387.95,2527860842
2024-06-07,5405.41,5416.34,5455.9,5368.5,2896525453
2024-06-10,5378.65,5398.42,5410.7,5374.99,3440054432
2024-06-11,5374.59,5379.22,5386.47,5338.33,2899438693
2024-06-12,5356.62,5385.92,5393.9,5356.3,4450060639
2024-06-13,5343.36,5360.88,5390.75,5334.91,3735129683
2024-06-14,5368.17,5367.77,5408.83,5363.63,4757336939
2024-06-17,5324.72,5349.05,5366.37,5305.61,2919490566
2024-06-18,5402.8,5409.2,5412.36,5388.46,4322779296
2024-06-19,5406.22,5397.9,5432.71,5355.16,3404948000
2024-06-20,5416.5,5433.03,5455.41,5400.18,2663707393
2024-06-21,5375.37,5393.09,5444.11,5366.64,3998747623
2024-06-24,5485.73,5462.25,5486.64,5417.12,5301773205
2024-06-25,5459.75,5461.32,5490.62,5441.97,4548826147
2024-06-26,5368.76,5405.89,5453.67,5367.32,2702597707
2024-06-27,5360.2,5359.52,5360.98,5357.3,4019831812
2024-06-28,5275.6,5265.27,5288.0,5246.42,2747283435
2024-07-01,5239.25,5239.27,5265.66,5227.39,4033914094
2024-07-02,5240.77,5241.15,5269.0,5222.66,4402882742
2024-07-03,5303.7,5280.57,5315.12,5277.22,4689875132
2024-07-05,5217.21,5218.4,5221.32,5214.05,3860115526
2024-07-08,5215.15,5213.52,5227.26,5180.57,2858329020
2024-07-09,5240.08,5209.11,5241.99,5201.43,4069016088
2024-07-10,5246.76,5249.42,5284.83,5241.22,4843371939
2024-07-11,5249.19,5275.46,5307.68,5247.42,4921323539
2024-07-12,5296.03,5305.73,5308.07,5279.63,2731210093
2024-07-15,5354.14,5354.65,5369.66,5333.82,3603063333
2024-07-16,5374.92,5378.03,5381.81,5356.97,3185213269
2024-07-17,5367.78,5395.6,5397.51,5358.15,3915293768
2024-07-18,5448.33,5448.49,5454.57,5410.75,4158594365
2024-07-19,5417.64,5420.13,5460.22,5397.43,3748769795
2024-07-22,5336.14,5333.61,5346.71,5329.85,4006122827
2024-07-23,5390.88,5382.28,5391.86,5339.29,5362238222
2024-07-24,5399.13,5387.98,5402.84,5378.96,3481902765
2024-07-25,5436.68,5440.41,5440.77,5431.4,3411727921
2024-07-26,5426.47,5429.77,5451.41,5402.18,4817839788
2024-07-29,5393.87,5406.36,5438.19,5379.48,2519133648
2024-07-30,5395.37,5389.66,5399.16,5375.53,5131595842
2024-07-31,5431.46,5436.88,5436.96,5400.55,4681645117
2024-08-01,5453.63,5448.99,5466.6,5441.07,2679685226
2024-08-02,5517.99,5481.09,5521.6,5475.79,5191862415
2024-08-05,5563.04,5532.87,5564.26,5516.19,2754707252
2024-08-06,5560.8,5586.14,5590.66,5558.39,4203462184
2024-08-07,5602.12,5598.82,5640.32,5588.63,3445026746
2024-08-08,5571.34,5586.03,5623.0,5547.24,3315867615
2024-08-09,5562.2,5569.01,5575.74,5543.13,2966231653
2024-08-12,5550.29,5548.12,5564.64,5533.71,5393904166
2024-08-13,5568.78,5576.0,5587.34,5566.25,2972846131
2024-08-14,5488.21,5519.4,5559.96,5485.19,5007774252
2024-08-15,5575.55,5580.66,5584.31,5570.72,4040379026
2024-08-16,5546.38,5593.5,5606.38,5544.46,3713176679
2024-08-19,5611.79,5602.59,5635.16,5591.71,4911690260
2024-08-20,5680.59,5680.68,5681.11,5651.1,2892145712
2024-08-21,5745.78,5744.9,5765.33,5710.31,4246971404
2024-08-22,5753.83,5752.57,5784.56,5751.71,5207488245
2024-08-23,5628.28,5630.36,5635.96,5590.98,3494649673
2024-08-26,5656.07,5649.74,5664.86,5644.23,4965056204
2024-08-27,5651.74,5675.57,5676.82,5646.5,3144148317
2024-08-28,5664.46,5695.67,5706.03,5662.97,4357529646
2024-08-29,5776.93,5777.82,5789.38,5761.68,2682937206
2024-08-30,5718.6,5714.69,5720.14,5706.78,4077442174
2024-09-03,5704.08,5665.7,5704.91,5626.85,4845747300
2024-09-04,5712.7,5693.74,5716.45,5673.53,4007179766
2024-09-05,5683.71,5692.62,5700.26,5679.07,5187294344
2024-09-06,5617.06,5639.99,5643.08,5587.78,4800526505
2024-09-09,5564.23,5529.42,5585.42,5523.66,3299581003
2024-09-10,5649.98,5601.27,5650.17,5598.29,3158234758
2024-09-11,5674.33,5640.96,5684.43,5621.62,5035662707
2024-09-12,5665.3,5659.12,5680.73,5629.71,5241940012
2024-09-13,5564.5,5565.09,5587.45,5534.85,4189326672
2024-09-16,5657.74,5656.32,5692.66,5623.89,3427159216
2024-09-17,5644.27,5651.55,5655.61,5641.09,4079345542
2024-09-18,5612.54,5614.28,5643.16,5607.94,4650812898
2024-09-19,5645.19,5662.08,5709.93,5643.74,4259827525
2024-09-20,5708.05,5676.9,5720.87,5628.83,5381676250
2024-09-23,5648.57,5659.47,5698.88,5642.92,3405295461
2024-09-24,5699.02,5701.61,5707.23,5667.78,5381986301
2024-09-25,5626.45,5635.09,5643.65,5587.51,5286535626
2024-09-26,5654.83,5678.61,5690.5,5647.25,3420469687
2024-09-27,5678.35,5674.14,5680.57,5637.31,5346094479
2024-09-30,5586.15,5624.08,5665.91,5583.48,4307166002
2024-10-01,5659.37,5633.9,5688.52,5621.43,5310063380
2024-10-02,5721.15,5695.13,5721.77,5686.62,3003662250
2024-10-03,5610.82,5621.85,5626.76,5582.59,5159960545
2024-10-04,5618.89,5628.25,5639.81,5617.37,3269973824
2024-10-07,5685.5,5689.06,5689.1,5675.63,5407305475
2024-10-08,5797.16,5791.61,5819.73,5770.01,2804285678
2024-10-09,5832.11,5814.19,5853.89,5784.28,2987969535
2024-10-10,5835.07,5832.69,5862.06,5822.45,5354986394
2024-10-11,5792.15,5791.32,5797.19,5778.37,4141138775
2024-10-14,5784.54,5794.44,5799.79,5760.33,3948210359
2024-10-15,5833.52,5806.14,5837.6,5800.63,2971311331
2024-10-16,5802.2,5799.18,5806.43,5792.47,4666114313
2024-10-17,5736.22,5744.15,5758.02,5729.43,2648906329
2024-10-18,5721.69,5711.92,5751.95,5704.6,3782817872
2024-10-21,5654.96,5668.8,5695.12,5644.94,2577207078
2024-10-22,5695.47,5686.95,5697.6,5683.96,3425060200
2024-10-23,5744.4,5768.49,5789.67,5739.86,4132378087
2024-10-24,5716.88,5709.84,5742.64,5696.16,3289887900
2024-10-25,5714.02,5724.69,5734.83,5712.65,4756705426
2024-10-28,5684.4,5689.97,5694.26,5672.75,5412116611
2024-10-29,5778.55,5763.95,5790.85,5723.09,3755896224
2024-10-30,5826.44,5792.92,5833.95,5770.45,3928786843
2024-10-31,5824.11,5820.71,5852.13,5795.85,5201365184
2024-11-01,5802.1,5827.64,5864.92,5793.51,4771566266
2024-11-04,5821.27,5798.54,5835.24,5762.29,2878557995
2024-11-05,5823.58,5780.15,5823.75,5760.94,4381678636
2024-11-06,5652.27,5643.73,5657.71,5594.36,2701035859
2024-11-07,5669.55,5674.9,5691.73,5661.09,3874471543
2024-11-08,5705.31,5698.97,5742.87,5664.2,3758781502
2024-11-11,5765.09,5766.39,5772.88,5740.66,5318949954
2024-11-12,5781.56,5776.41,5809.04,5770.55,4106900443
2024-11-13,5704.94,5704.83,5721.83,5688.99,4326886455
2024-11-14,5686.65,5682.99,5692.04,5678.26,4580983759
2024-11-15,5582.23,5583.57,5612.31,5572.86,4737249459
2024-11-18,5634.49,5593.6,5643.88,5592.47,3409164860
2024-11-19,5545.47,5567.88,5586.89,5540.96,5106700075
2024-11-20,5609.11,5583.75,5617.72,5568.3,3308259943
2024-11-21,5494.97,5495.46,5522.42,5487.61,4971908302
2024-11-22,5536.04,5512.4,5550.74,5468.63,4045809107
2024-11-25,5491.36,5505.22,5516.12,5487.47,5053886022
2024-11-26,5496.96,5497.4,5498.96,5486.99,5010930032
2024-11-27,5450.94,5449.07,5465.98,5415.07,3321932495
2024-11-29,5574.5,5600.94,5627.97,5566.94,2591689577
2024-12-02,5555.35,5535.15,5559.44,5527.89,4260640745
2024-12-03,5480.65,5484.72,5491.25,5449.01,4566551612
2024-12-04,5443.76,5438.02,5452.67,5431.85,5394752827
2024-12-05,5441.27,5458.29,5492.62,5422.36,3728521589
2024-12-06,5526.98,5550.81,5575.48,5526.54,5234546314
2024-12-09,5627.51,5620.39,5649.81,5619.98,4915256707
2024-12-10,5658.86,5657.28,5695.94,5631.59,3629426356
2024-12-11,5651.1,5650.28,5660.64,5631.1,4972932464
2024-12-12,5667.37,5671.84,5676.2,5650.06,5029851850
2024-12-13,5692.55,5702.42,5729.72,5676.73,2824313591
2024-12-16,5544.64,5519.77,5551.99,5498.89,3283440723
2024-12-17,5538.31,5544.32,5588.91,5529.39,4796423164
2024-12-18,5536.6,5527.7,5571.86,5483.71,4481590971
2024-12-19,5491.88,5457.15,5492.05,5425.43,3278278818
2024-12-20,5549.18,5538.03,5554.39,5536.54,4216127302
2024-12-23,5512.01,5501.8,5527.83,5493.83,4854691165
2024-12-24,5580.63,5553.57,5590.7,5525.53,5021916083
2024-12-26,5533.09,5536.45,5546.29,5531.15,3275955551
2024-12-27,5643.36,5618.86,5659.5,5609.11,3506897389
2024-12-30,5557.89,5571.55,5583.48,5546.55,4864271310
2024-12-31,5553.3,5546.2,5556.59,5534.47,3911609703
2025-01-02,5582.09,5627.97,5660.02,5576.11,5168278184
2025-01-03,5686.72,5687.13,5726.61,5669.76,2662185911
2025-01-06,5743.01,5746.47,5754.13,5735.3,4208210763
2025-01-07,5703.88,5690.43,5716.34,5672.51,4836823532
2025-01-08,5709.7,5694.52,5723.05,5686.52,2514140504
2025-01-09,5678.85,5657.64,5687.41,5651.05,3968731271
2025-01-10,5671.57,5680.49,5685.12,5648.15,3710180441
2025-01-13,5781.92,5779.18,5801.85,5776.95,3619304216
2025-01-14,5740.07,5760.08,5770.6,5732.88,4530244425
2025-01-15,5823.27,5841.83,5854.34,5806.95,2886792401
2025-01-16,5865.82,5846.0,5871.61,5838.73,3394606760
2025-01-17,5846.62,5852.72,5882.52,5828.3,5163922131
2025-01-21,5770.41,5797.76,5818.38,5743.52,3065278101
2025-01-22,5824.99,5831.0,5885.35,5807.12,4681506484
2025-01-23,5885.2,5898.65,5925.63,5876.98,3599774354
2025-01-24,5910.99,5944.32,5946.26,5898.87,4104200302
2025-01-27,5990.29,5975.62,6010.29,5952.55,2559225299
2025-01-28,6013.24,6010.24,6032.56,5989.88,3923189014
2025-01-29,5968.26,5977.02,6003.34,5953.15,4484993728
2025-01-30,6048.42,6074.31,6088.71,6042.01,4991958161
2025-01-31,6044.22,6045.04,6071.56,6040.7,2818791124
2025-02-03,6029.78,6030.61,6038.5,6020.22,3105019569
2025-02-04,6086.13,6079.21,6095.33,6077.06,3123081952
2025-02-05,5934.75,5921.55,5941.28,5921.39,5220640132
2025-02-06,5907.18,5911.46,5949.46,5902.99,4035116040
2025-02-07,5877.31,5886.57,5891.98,5872.9,5465997792
2025-02-10,5908.64,5908.69,5927.95,5904.55,2618333559
2025-02-11,5870.63,5849.75,5882.55,5836.95,2784995410
2025-02-12,5777.37,5791.09,5793.55,5745.5,3011536829
2025-02-13,5858.92,5845.71,5864.43,5819.12,2778853946
2025-02-14,5834.21,5825.3,5835.43,5803.09,3315499272
2025-02-18,5912.41,5900.49,5937.89,5865.32,4890728671
2025-02-19,5916.32,5892.69,5917.89,5890.57,2978186192
2025-02-20,5839.61,5833.28,5859.46,5797.73,3043781681
2025-02-21,5826.96,5816.76,5832.24,5815.52,5015609429
2025-02-24,5932.4,5981.67,5989.7,5925.11,3733852791
2025-02-25,5958.17,5955.0,5964.07,5944.11,4533786763
2025-02-26,5898.16,5868.11,5899.53,5837.33,4509533074
2025-02-27,5842.45,5867.2,5889.37,5837.51,4485139788
2025-02-28,5929.11,5940.53,5954.48,5913.24,5017099063
2025-03-03,5839.33,5809.69,5857.21,5807.07,2970782119
2025-03-04,5679.1,5720.08,5767.22,5671.97,3974943883
2025-03-05,5802.94,5796.01,5834.0,5794.04,4429951944
2025-03-06,5826.08,5821.82,5832.13,5801.68,3844295756
2025-03-07,5797.45,5788.3,5813.43,5781.63,4460119009
2025-03-10,5823.54,5843.36,5858.04,5823.53,2772686640
2025-03-11,5824.63,5816.47,5847.08,5801.41,3120553746
2025-03-12,5778.89,5793.82,5842.4,5775.25,3168754343
2025-03-13,5963.89,5966.75,5992.76,5937.97,4471501619
2025-03-14,5974.0,6004.69,6010.88,5963.49,3524071343
2025-03-17,6120.2,6098.94,6155.31,6081.87,4606288159
2025-03-18,5996.24,5993.52,5999.25,5988.62,4664677286
2025-03-19,5983.47,5963.23,5985.5,5956.39,3678689469
2025-03-20,5895.56,5921.19,5957.25,5888.11,3743411035
2025-03-21,5832.55,5802.67,5851.5,5768.34,3851513790
2025-03-24,5969.96,5948.62,5998.45,5941.6,4091093042
2025-03-25,5990.06,5989.43,6022.11,5960.12,4024998697
2025-03-26,5879.32,5880.88,5891.32,5846.78,2885145346
2025-03-27,5964.26,5970.27,5997.02,5930.96,3653987916
2025-03-28,5923.69,5942.25,5998.32,5895.58,5390780613
2025-03-31,5947.85,5941.23,5968.83,5933.1,4600042854
2025-04-01,6080.58,6071.68,6088.36,6032.53,4635623069
2025-04-02,5944.5,5925.41,5963.23,5913.4,3371738486
2025-04-03,5781.3,5777.37,5805.56,5736.22,5374979358
2025-04-04,5805.64,5815.2,5847.58,5800.17,3556713407
2025-04-07,5865.71,5872.69,5899.18,5841.72,4743606170
2025-04-08,5962.13,5958.19,5974.61,5909.53,4068189958
2025-04-09,5890.62,5907.76,5912.67,5885.11,4750555056
2025-04-10,5785.2,5777.83,5788.38,5768.6,4571784551
2025-04-11,5858.29,5833.42,5864.27,5832.1,2807440019
2025-04-14,5779.47,5761.11,5802.72,5712.45,4183811658
2025-04-15,5757.07,5770.43,5800.94,5739.36,4493480705
2025-04-16,5601.59,5581.68,5603.41,5528.03,3437961942
2025-04-17,5439.44,5443.36,5443.94,5432.07,4842774678
2025-04-18,5495.5,5478.59,5523.05,5429.77,4442897156
2025-04-21,5454.94,5440.43,5467.86,5410.15,5392869469
2025-04-22,5434.81,5454.77,5461.56,5428.66,3021385395
2025-04-23,5328.0,5327.14,5343.35,5308.73,2890199590
2025-04-24,5374.84,5371.0,5382.51,5356.08,2964417093
2025-04-25,5400.02,5389.86,5400.88,5388.12,4346826028
2025-04-28,5310.42,5319.38,5342.28,5292.64,4852094345
2025-04-29,5204.11,5209.92,5218.09,5203.09,4015421051
